group	accession	organism	family	length_bp	n_cds	n_rrna	source
arthropoda	NC_038177.1	Gelasimus borealis	Ocypodidae	15659	13	2	refseq
arthropoda	NC_029725.1	Ocypode cordimanus	Ocypodidae	15604	13	2	refseq
arthropoda	NC_087790.1	Ocypode rotundata	Ocypodidae	15552	13	2	refseq
arthropoda	NC_085161.1	Ocypode sinensis	Ocypodidae	15589	13	2	refseq
arthropoda	NC_046797.1	Ocypode stimpsoni	Ocypodidae	15557	13	2	refseq
arthropoda	NC_087791.1	Tubuca alcocki	Ocypodidae	15625	13	2	refseq
arthropoda	NC_058243.1	Tubuca arcuata	Ocypodidae	15727	13	2	refseq
arthropoda	NC_039107.1	Tubuca capricornis	Ocypodidae	15629	13	2	refseq
arthropoda	NC_039106.1	Tubuca polita	Ocypodidae	15672	13	2	refseq
arthropoda	NC_070434.1	Xeruca formosensis	Ocypodidae	15684	13	2	refseq
arthropoda	NC_063582.1	Odontodactylus havanensis	Odontodactylidae	16035	13	2	refseq
arthropoda	NC_059935.1	Notostomus gibbosus	Oplophoridae	17590	13	2	refseq
arthropoda	NC_059714.1	Oplophorus spinosus	Oplophoridae	17346	13	2	refseq
arthropoda	NC_057204.1	Oregonia gracilis	Oregoniidae	15737	13	2	refseq
arthropoda	NC_039639.1	Orithyia sinica	Orithyiidae	15568	13	2	refseq
arthropoda	NC_042695.1	Ovalipes punctatus	Ovalipidae	16084	13	2	refseq
arthropoda	NC_039110.1	Epixanthus frontalis	Oziidae	15993	13	2	refseq
arthropoda	NC_036957.1	Eochionelasmus ohtai	Pachylasmatidae	15585	13	2	refseq
arthropoda	NC_042412.1	Pagurus nigrofascia	Paguridae	15423	13	2	refseq
arthropoda	NC_068848.1	Pagurus ochotensis	Paguridae	16280	13	2	refseq
arthropoda	NC_057304.1	Pagurus similis	Paguridae	17100	13	2	refseq
arthropoda	NC_046034.1	Anchistus australis	Palaemonidae	15396	13	2	refseq
arthropoda	NC_086964.1	Gnathophyllum americanum	Palaemonidae	15842	13	2	refseq
arthropoda	NC_039631.1	Hymenocera picta	Palaemonidae	15786	13	2	refseq
arthropoda	NC_027602.1	Macrobrachium bullatum	Palaemonidae	15774	13	2	refseq
arthropoda	NC_012217.1	Macrobrachium lanchesteri	Palaemonidae	15694	13	2	refseq
arthropoda	NC_015073.1	Macrobrachium nipponense	Palaemonidae	15806	13	2	refseq
arthropoda	NC_006880.1	Macrobrachium rosenbergii	Palaemonidae	15772	13	2	refseq
arthropoda	NC_050168.1	Palaemon adspersus	Palaemonidae	15736	13	2	refseq
arthropoda	NC_038117.1	Palaemon annandalei	Palaemonidae	15718	13	2	refseq
arthropoda	NC_086649.1	Palaemon australis	Palaemonidae	15905	13	2	refseq
arthropoda	NC_039373.1	Palaemon capensis	Palaemonidae	15925	13	2	refseq
arthropoda	NC_012566.1	Palaemon carinicauda	Palaemonidae	15730	13	2	refseq
arthropoda	NC_029240.1	Palaemon gravieri	Palaemonidae	15740	13	2	refseq
arthropoda	NC_073543.1	Palaemon macrodactylus	Palaemonidae	15744	13	2	refseq
arthropoda	NC_082428.1	Palaemon modestus	Palaemonidae	15734	13	2	refseq
arthropoda	NC_027601.1	Palaemon serenus	Palaemonidae	15967	13	2	refseq
arthropoda	NC_050266.1	Palaemon serratus	Palaemonidae	15758	13	2	refseq
arthropoda	NC_045090.1	Palaemon sinensis	Palaemonidae	15955	13	2	refseq
arthropoda	NC_072240.1	Palaemon tenuidactylus	Palaemonidae	15735	13	2	refseq
arthropoda	NC_061664.1	Periclimenes brevicarpalis	Palaemonidae	16673	13	2	refseq
arthropoda	NC_088542.1	Jasus edwardsii	Palinuridae	15504	13	2	refseq
arthropoda	NC_049031.1	Linuparus trigonus	Palinuridae	15949	13	2	refseq
arthropoda	NC_039671.1	Panulirus argus	Palinuridae	15739	13	2	refseq
arthropoda	NC_028024.1	Panulirus cygnus	Palinuridae	15724	13	2	refseq
arthropoda	NC_016015.1	Panulirus homarus	Palinuridae	15665	13	2	refseq
arthropoda	NC_004251.1	Panulirus japonicus	Palinuridae	15717	13	2	refseq
arthropoda	NC_052749.1	Panulirus longipes	Palinuridae	15739	13	2	refseq
arthropoda	NC_014854.1	Panulirus ornatus	Palinuridae	16105	13	2	refseq
arthropoda	NC_052750.1	Panulirus penicillatus	Palinuridae	15671	13	2	refseq
arthropoda	NC_014339.1	Panulirus stimpsoni	Palinuridae	15677	13	2	refseq
arthropoda	NC_028627.1	Panulirus versicolor	Palinuridae	15767	13	2	refseq
arthropoda	NC_041155.1	Puerulus angulatus	Palinuridae	15688	13	2	refseq
arthropoda	NC_022736.1	Sagmariasus verreauxi	Palinuridae	15470	13	2	refseq
arthropoda	NC_033362.1	Pallaseopsis kessleri	Pallaseidae	15759	13	2	refseq
arthropoda	NC_067054.1	Amphionides reynaudii	Pandalidae	17456	13	2	refseq
arthropoda	NC_040856.1	Bitias brevis	Pandalidae	15891	13	2	refseq
arthropoda	NC_035828.1	Chlorotocus crassicornis	Pandalidae	15935	13	2	refseq
arthropoda	NC_040855.1	Heterocarpus ensifer	Pandalidae	15939	13	2	refseq
arthropoda	NC_071946.1	Heterocarpus sibogae	Pandalidae	16036	13	2	refseq
arthropoda	NC_068072.1	Plesionika edwardsii	Pandalidae	15956	13	2	refseq
arthropoda	NC_072242.1	Plesionika izumiae	Pandalidae	16074	13	2	refseq
arthropoda	NC_072243.1	Plesionika lophotes	Pandalidae	15933	13	2	refseq
arthropoda	NC_072241.1	Plesionika ortmanni	Pandalidae	15908	13	2	refseq
arthropoda	NC_081992.1	Procletes levicarina	Pandalidae	15889	13	2	refseq
arthropoda	NC_026215.1	Astacopsis gouldi	Parastacidae	16678	13	2	refseq
arthropoda	NC_026226.1	Cherax bicarinatus	Parastacidae	16099	13	2	refseq
arthropoda	NC_026227.1	Cherax boesemani	Parastacidae	15858	13	2	refseq
arthropoda	NC_022936.1	Cherax cainii	Parastacidae	15801	13	2	refseq
arthropoda	NC_023481.1	Cherax cairnsensis	Parastacidae	15600	13	2	refseq
arthropoda	NC_024029.1	Cherax crassimanus	Parastacidae	15807	13	2	refseq
arthropoda	NC_011243.1	Cherax destructor	Parastacidae	15894	13	2	refseq
arthropoda	NC_023480.1	Cherax dispar	Parastacidae	15675	13	2	refseq
arthropoda	NC_022939.1	Cherax glaber	Parastacidae	15806	13	2	refseq
arthropoda	NC_026224.1	Cherax holthuisi	Parastacidae	15889	13	2	refseq
arthropoda	NC_022938.1	Cherax monticola	Parastacidae	15917	13	2	refseq
arthropoda	NC_023482.1	Cherax preissii	Parastacidae	15809	13	2	refseq
arthropoda	NC_022937.1	Cherax quadricarinatus	Parastacidae	15869	13	2	refseq
arthropoda	NC_023479.1	Cherax quinquecarinatus	Parastacidae	15810	13	2	refseq
arthropoda	NC_023478.1	Cherax robustus	Parastacidae	15703	13	2	refseq
arthropoda	NC_030514.1	Cherax sp. HMG-2016	Parastacidae	15904	13	2	refseq
arthropoda	NC_026559.1	Cherax tenuimanus	Parastacidae	15797	13	2	refseq
arthropoda	NC_023809.1	Engaeus cunicularius	Parastacidae	16042	13	2	refseq
arthropoda	NC_022847.1	Engaeus lengana	Parastacidae	15934	13	2	refseq
arthropoda	NC_023477.1	Engaeus lyelli	Parastacidae	16027	13	2	refseq
arthropoda	NC_029407.1	Engaewa subcoerulea	Parastacidae	16001	13	2	refseq
arthropoda	NC_029395.1	Engaewa walpolea	Parastacidae	15984	13	2	refseq
arthropoda	NC_026575.1	Euastacus armatus	Parastacidae	15555	13	2	refseq
arthropoda	NC_026214.1	Euastacus spinifer	Parastacidae	15558	13	2	refseq
arthropoda	NC_023811.1	Euastacus yarraensis	Parastacidae	15548	13	2	refseq
arthropoda	NC_023810.1	Geocharax gracilis	Parastacidae	15924	13	2	refseq
arthropoda	NC_030531.1	Gramastacus insolitus	Parastacidae	15704	13	2	refseq
arthropoda	NC_024295.1	Gramastacus lacus	Parastacidae	15764	13	2	refseq
arthropoda	NC_041154.1	Ombrastacoides huonensis	Parastacidae	17559	13	2	refseq
arthropoda	NC_025647.1	Tenuibranchiurus glypticus	Parastacidae	17342	13	2	refseq
arthropoda	NC_032044.1	Somanniathelphusa boyangensis	Parathelphusidae	17032	13	2	refseq
arthropoda	NC_068218.1	Somanniathelphusa grayi	Parathelphusidae	17654	13	2	refseq
arthropoda	NC_060556.1	Somanniathelphusa hainanensis	Parathelphusidae	17212	13	2	refseq
arthropoda	NC_060557.1	Somanniathelphusa yangshanensis	Parathelphusidae	17206	13	2	refseq
arthropoda	NC_049029.1	Daldorfia horrida	Parthenopidae	15737	13	2	refseq
arthropoda	NC_072538.1	Enoplolambrus validus	Parthenopidae	15431	13	2	refseq
arthropoda	NC_040139.1	Metapenaeopsis barbata	Penaeidae	15973	13	2	refseq
arthropoda	NC_029457.1	Metapenaeopsis dalei	Penaeidae	15939	13	2	refseq
arthropoda	NC_039179.1	Metapenaeus affinis	Penaeidae	16027	13	2	refseq
arthropoda	NC_026834.1	Metapenaeus ensis	Penaeidae	15944	13	2	refseq
arthropoda	NC_079639.1	Metapenaeus intermedius	Penaeidae	15966	13	2	refseq
arthropoda	NC_042173.1	Metapenaeus joyneri	Penaeidae	16008	13	2	refseq
arthropoda	NC_030277.1	Mierspenaeopsis hardwickii	Penaeidae	15922	13	2	refseq
arthropoda	NC_038069.1	Parapenaeopsis hungerfordi	Penaeidae	15952	13	2	refseq
arthropoda	NC_012738.1	Penaeus californiensis	Penaeidae	15975	13	2	refseq
arthropoda	NC_009679.1	Penaeus chinensis	Penaeidae	16004	13	2	refseq
arthropoda	NC_068255.1	Penaeus duorarum	Penaeidae	15971	13	2	refseq
arthropoda	NC_031366.1	Penaeus indicus	Penaeidae	16071	13	2	refseq
arthropoda	NC_007010.1	Penaeus japonicus	Penaeidae	15968	13	2	refseq
arthropoda	NC_040140.1	Penaeus latisulcatus	Penaeidae	15971	13	2	refseq
arthropoda	NC_026884.1	Penaeus merguiensis	Penaeidae	16023	13	2	refseq
arthropoda	NC_002184.1	Penaeus monodon	Penaeidae	15984	13	2	refseq
arthropoda	NC_026885.1	Penaeus penicillatus	Penaeidae	16040	13	2	refseq
arthropoda	NC_012060.1	Penaeus stylirostris	Penaeidae	15988	13	2	refseq
arthropoda	NC_009626.1	Penaeus vannamei	Penaeidae	15990	13	2	refseq
arthropoda	NC_050695.1	Trachypenaeus curvirostris	Penaeidae	15968	13	2	refseq
arthropoda	NC_039618.1	Echinoecus nipponicus	Pilumnidae	16173	13	2	refseq
arthropoda	NC_068601.1	Pilumnopeus makianus	Pilumnidae	15863	13	2	refseq
arthropoda	NC_039108.1	Pilumnus vespertilio	Pilumnidae	16222	13	2	refseq
arthropoda	NC_063600.1	Amusiotheres obtusidentatus	Pinnotheridae	16085	13	2	refseq
arthropoda	NC_063598.1	Arcotheres purpureus	Pinnotheridae	16371	13	2	refseq
arthropoda	NC_063605.1	Pinnaxodes major	Pinnotheridae	16233	13	2	refseq
arthropoda	NC_063599.1	Pinnotheres excussus	Pinnotheridae	16101	13	2	refseq
arthropoda	NC_063597.1	Pinnotheres pholadis	Pinnotheridae	16071	13	2	refseq
arthropoda	NC_057485.1	Scyra compressipes	Pisidae	16415	13	2	refseq
arthropoda	NC_063602.1	Plagusia squamosa	Plagusiidae	15460	13	2	refseq
arthropoda	NC_085287.1	Podonevadne trigona	Podonidae	19922	13	2	refseq
arthropoda	NC_043898.1	Glyptelasma annandalei	Poecilasmatidae	16107	13	2	refseq
arthropoda	NC_066679.1	Glyptelasma gigas	Poecilasmatidae	16172	13	2	refseq
arthropoda	NC_066683.1	Octolasmis warwickii	Poecilasmatidae	15248	13	2	refseq
arthropoda	NC_066680.1	Poecilasma litum	Poecilasmatidae	16065	13	2	refseq
arthropoda	NC_008742.1	Capitulum mitella	Pollicipedidae	14915	13	2	refseq
arthropoda	NC_073544.1	Pollicipes pollicipes	Pollicipedidae	15148	13	2	refseq
arthropoda	NC_005936.1	Pollicipes polymerus	Pollicipedidae	15634	13	2	refseq
arthropoda	NC_079951.1	Parasacculina shiinoi	Polyascidae	18050	13	2	refseq
arthropoda	NC_079949.1	Parasacculina yatsui	Polyascidae	16005	13	2	refseq
arthropoda	NC_041107.1	Pentacheles validus	Polychelidae	16079	13	2	refseq
arthropoda	NC_043833.1	Polycheles baccatus	Polychelidae	16880	13	2	refseq
arthropoda	NC_082302.1	Willemoesia forceps	Polychelidae	16065	13	2	refseq
arthropoda	NC_064109.1	Labidocera rotunda	Pontellidae	16564	13	2	refseq
arthropoda	NC_020024.1	Neopetrolisthes maculatus	Porcellanidae	15324	13	2	refseq
arthropoda	NC_068600.1	Pisidia serratifrons	Porcellanidae	15344	13	2	refseq
arthropoda	NC_006281.1	Callinectes sapidus	Portunidae	16263	13	2	refseq
arthropoda	NC_069011.1	Charybdis annulata	Portunidae	15747	13	2	refseq
arthropoda	NC_037695.1	Charybdis bimaculata	Portunidae	15714	13	2	refseq
arthropoda	NC_024632.1	Charybdis feriata	Portunidae	15660	13	2	refseq
arthropoda	NC_060621.1	Charybdis hellerii	Portunidae	15913	13	2	refseq
arthropoda	NC_013246.1	Charybdis japonica	Portunidae	15738	13	2	refseq
arthropoda	NC_085349.1	Charybdis miles	Portunidae	15672	13	2	refseq
arthropoda	NC_036132.1	Charybdis natator	Portunidae	15664	13	2	refseq
arthropoda	NC_057302.1	Lissocarcinus arkati	Portunidae	15510	13	2	refseq
arthropoda	NC_040124.1	Lupocycloporus gracilimanus	Portunidae	15990	13	2	refseq
arthropoda	NC_037173.1	Monomia gladiator	Portunidae	15878	13	2	refseq
arthropoda	NC_026209.1	Portunus pelagicus	Portunidae	16157	13	2	refseq
arthropoda	NC_028225.1	Portunus sanguinolentus	Portunidae	16024	13	2	refseq
arthropoda	NC_005037.1	Portunus trituberculatus	Portunidae	16026	13	2	refseq
arthropoda	NC_012569.1	Scylla olivacea	Portunidae	15723	13	2	refseq
arthropoda	NC_012572.1	Scylla paramamosain	Portunidae	15825	13	2	refseq
arthropoda	NC_012565.1	Scylla serrata	Portunidae	15775	13	2	refseq
arthropoda	NC_012567.1	Scylla tranquebarica	Portunidae	15833	13	2	refseq
arthropoda	NC_069012.1	Thalamita danae	Portunidae	15809	13	2	refseq
arthropoda	NC_069013.1	Thalamita integra	Portunidae	15773	13	2	refseq
arthropoda	NC_069014.1	Thalamita prymna	Portunidae	15807	13	2	refseq
arthropoda	NC_039640.1	Thalamita sima	Portunidae	15831	13	2	refseq
arthropoda	NC_069015.1	Thalamita spinicarpa	Portunidae	15783	13	2	refseq
arthropoda	NC_069578.1	Aparapotamon binchuanense	Potamidae	17995	13	2	refseq
arthropoda	NC_069579.1	Aparapotamon gracilipedum	Potamidae	17969	13	2	refseq
arthropoda	NC_069577.1	Aparapotamon huizeense	Potamidae	17997	13	2	refseq
arthropoda	NC_053821.1	Aparapotamon similium	Potamidae	19236	13	2	refseq
arthropoda	NC_049011.1	Bottapotamon lingchuanense	Potamidae	17612	13	2	refseq
arthropoda	NC_051968.1	Chinapotamon maolanense	Potamidae	17130	13	2	refseq
arthropoda	NC_007379.1	Geothelphusa dehaani	Potamidae	18197	13	2	refseq
arthropoda	NC_071916.1	Huananpotamon koatenense	Potamidae	15528	13	2	refseq
arthropoda	NC_031406.1	Huananpotamon lichuanense	Potamidae	15380	13	2	refseq
arthropoda	NC_050694.1	Indochinamon bhumibol	Potamidae	16351	13	2	refseq
arthropoda	NC_057478.1	Longpotamon depressum	Potamidae	16537	13	2	refseq
arthropoda	NC_044413.1	Longpotamon kenliense	Potamidae	18499	13	2	refseq
arthropoda	NC_085824.1	Longpotamon loudiense	Potamidae	18544	13	2	refseq
arthropoda	NC_029226.1	Longpotamon xiushuiense	Potamidae	18460	13	2	refseq
arthropoda	NC_036946.1	Longpotamon yangtsekiense	Potamidae	17885	13	2	refseq
arthropoda	NC_057474.1	Nanhaipotamon hongkongense	Potamidae	15318	13	2	refseq
arthropoda	NC_049012.1	Neilupotamon xinganense	Potamidae	16965	13	2	refseq
arthropoda	NC_068786.1	Potamon fluviatile	Potamidae	16037	13	2	refseq
arthropoda	NC_084347.1	Sinolapotamon cirratum	Potamidae	16428	13	2	refseq
arthropoda	NC_084348.1	Sinolapotamon palmatum	Potamidae	16421	13	2	refseq
arthropoda	NC_046825.1	Sinolapotamon patellifer	Potamidae	16547	13	2	refseq
arthropoda	NC_036947.1	Sinopotamon yaanense	Potamidae	17126	13	2	refseq
arthropoda	NC_039646.1	Pseudocrangonyx daejeonensis	Pseudocrangonyctidae	15069	13	2	refseq
arthropoda	NC_050961.1	Pseudocrangonyx joolaei	Pseudocrangonyctidae	14814	13	2	refseq
arthropoda	NC_084198.1	Pseudodiaptomus hessei	Pseudodiaptomidae	14714	13	2	refseq
arthropoda	NC_023945.1	Nobia grandis	Pyrgomatidae	15032	13	2	refseq
arthropoda	NC_023474.1	Ranina ranina	Raninidae	15557	13	2	refseq
arthropoda	NC_026688.1	Umalia orientalis	Raninidae	15466	13	2	refseq
arthropoda	NC_081006.1	Rhynchocinetes brucei	Rhynchocinetidae	16158	13	2	refseq
arthropoda	NC_029372.1	Rhynchocinetes durbanensis	Rhynchocinetidae	17695	13	2	refseq
arthropoda	NC_079950.1	Sacculina confragosa	Sacculinidae	15982	13	2	refseq
arthropoda	NC_066687.1	Regioscalpellum regium	Scalpellidae	15962	13	2	refseq
arthropoda	NC_081954.1	Scalpellum stearnsi	Scalpellidae	15462	13	2	refseq
arthropoda	NC_041153.1	Ibacus alticrenatus	Scyllaridae	15762	13	2	refseq
arthropoda	NC_025581.1	Ibacus ciliatus	Scyllaridae	15696	13	2	refseq
arthropoda	NC_044424.1	Parribacus antarcticus	Scyllaridae	15806	13	2	refseq
arthropoda	NC_041156.1	Remiarctus bertholdii	Scyllaridae	15807	13	2	refseq
arthropoda	NC_052010.1	Scyllarides haanii	Scyllaridae	15666	13	2	refseq
arthropoda	NC_020022.1	Scyllarides latus	Scyllaridae	15663	13	2	refseq
arthropoda	NC_044425.1	Scyllarides squammosus	Scyllaridae	15644	13	2	refseq
arthropoda	NC_017600.1	Acetes chinensis	Sergestidae	15740	13	2	refseq
arthropoda	NC_037043.1	Sergia lucens	Sergestidae	16087	13	2	refseq
arthropoda	NC_042142.1	Chiromantes haematocheir	Sesarmidae	15899	13	2	refseq
arthropoda	NC_033866.1	Clistocoeloma sinense	Sesarmidae	15706	13	2	refseq
arthropoda	NC_047209.1	Cristarma eulimene	Sesarmidae	15894	13	2	refseq
arthropoda	NC_040977.1	Nanosesarma minutum	Sesarmidae	15637	13	2	refseq
arthropoda	NC_063149.1	Neoepisesarma lafondi	Sesarmidae	15640	13	2	refseq
arthropoda	NC_041212.1	Orisarma dehaani	Sesarmidae	15917	13	2	refseq
arthropoda	NC_031851.1	Orisarma neglectum	Sesarmidae	15920	13	2	refseq
arthropoda	NC_030196.1	Orisarma sinense	Sesarmidae	15905	13	2	refseq
arthropoda	NC_039990.1	Parasesarma affine	Sesarmidae	15638	13	2	refseq
arthropoda	NC_051868.1	Parasesarma bidens	Sesarmidae	15641	13	2	refseq
arthropoda	NC_086556.1	Parasesarma continentale	Sesarmidae	15639	13	2	refseq
arthropoda	NC_061931.1	Parasesarma eumolpe	Sesarmidae	15646	13	2	refseq
arthropoda	NC_038066.1	Parasesarma pictum	Sesarmidae	15611	13	2	refseq
arthropoda	NC_030046.2	Parasesarma tripectinis	Sesarmidae	15612	13	2	refseq
arthropoda	NC_039167.1	Sicyonia japonica	Sicyoniidae	15918	13	2	refseq
arthropoda	NC_039168.1	Sicyonia lancifer	Sicyoniidae	15926	13	2	refseq
arthropoda	NC_037488.1	Diaphanosoma dubium	Sididae	16362	13	2	refseq
arthropoda	NC_059694.1	Diaphanosoma excisum	Sididae	17615	13	2	refseq
arthropoda	NC_065372.1	Latona dysoni	Sididae	16908	13	2	refseq
arthropoda	NC_039172.1	Gordonella aff. paravillosa ZS-2018	Solenoceridae	15916	13	2	refseq
arthropoda	NC_039169.1	Hymenopenaeus neptunus	Solenoceridae	15905	13	2	refseq
arthropoda	NC_039964.1	Pleoticus muelleri	Solenoceridae	16189	13	2	refseq
arthropoda	NC_030280.1	Solenocera crassicornis	Solenoceridae	15946	13	2	refseq
arthropoda	NC_069041.1	Solenocera melantho	Solenoceridae	15940	13	2	refseq
arthropoda	NC_005938.1	Xibalbanus tulumensis	Speleonectidae	18372	13	2	refseq
arthropoda	NC_038166.1	Spongiocaris panglao	Spongicolidae	15909	13	2	refseq
arthropoda	NC_063586.1	Alima pacifica	Squillidae	15678	13	2	refseq
arthropoda	NC_006916.1	Harpiosquilla harpax	Squillidae	15714	13	2	refseq
arthropoda	NC_053568.1	Lophosquilla costata	Squillidae	15771	13	2	refseq
arthropoda	NC_014342.1	Oratosquilla oratoria	Squillidae	15783	13	2	refseq
arthropoda	NC_063585.1	Squilla biformis	Squillidae	15688	13	2	refseq
arthropoda	NC_007444.1	Squilla empusa	Squillidae	15828	13	2	refseq
arthropoda	NC_006081.1	Squilla mantis	Squillidae	15994	13	2	refseq
arthropoda	NC_027178.1	Squilloides leptosquilla	Squillidae	16376	13	2	refseq
arthropoda	NC_018097.1	Stenopus hispidus	Stenopodidae	15528	13	2	refseq
arthropoda	NC_061665.1	Stenopus scutellatus	Stenopodidae	15531	13	2	refseq
arthropoda	NC_019609.1	Neaxius glyptocercus	Strahlaxiidae	14909	13	2	refseq
arthropoda	NC_043834.1	Strahlaxius plectrorhynchus	Strahlaxiidae	15816	13	2	refseq
arthropoda	NC_046688.1	Streptocephalus cafer	Streptocephalidae	17020	13	2	refseq
arthropoda	NC_026704.1	Streptocephalus sirindhornae	Streptocephalidae	16887	13	2	refseq
arthropoda	NC_021753.1	Palinurellus wieneckii	Synaxidae	15699	13	2	refseq
arthropoda	NC_063584.1	Mesacturoides brevisquamatus	Takuidae	16151	13	2	refseq
arthropoda	NC_050686.1	Taku spinosocarinatus	Takuidae	15960	13	2	refseq
arthropoda	NC_039401.1	Trinorchestia longiramus	Talitridae	15401	13	2	refseq
arthropoda	NC_046694.1	Eurytemora affinis	Temoridae	18573	13	2	refseq
arthropoda	NC_037241.1	Tesseropora rosea	Tetraclitidae	15330	13	2	refseq
arthropoda	NC_008974.1	Tetraclita japonica	Tetraclitidae	15194	13	2	refseq
arthropoda	NC_056911.1	Tetraclita kuroshioensis	Tetraclitidae	15175	13	2	refseq
arthropoda	NC_037398.1	Tetraclita rufotincta	Tetraclitidae	15002	13	2	refseq
arthropoda	NC_029154.1	Tetraclita serrata	Tetraclitidae	15200	13	2	refseq
arthropoda	NC_029170.1	Tetraclitella divisa	Tetraclitidae	14973	13	2	refseq
arthropoda	NC_082880.1	Tetralia glaberrima	Tetraliidae	15589	13	2	refseq
arthropoda	NC_082893.1	Tetralia nigrolineata	Tetraliidae	15587	13	2	refseq
arthropoda	NC_082884.1	Tetralia rubridactyla	Tetraliidae	15579	13	2	refseq
arthropoda	NC_082889.1	Tetraloides heterodactylus	Tetraliidae	15869	13	2	refseq
arthropoda	NC_082892.1	Tetraloides nigrifrons	Tetraliidae	15731	13	2	refseq
arthropoda	NC_019608.1	Thalassina kelanang	Thalassinidae	15528	13	2	refseq
arthropoda	NC_041157.1	Thalassina squamifera	Thalassinidae	15532	13	2	refseq
arthropoda	NC_054250.1	Branchinella kugenumaensis	Thamnocephalidae	14123	13	2	refseq
arthropoda	NC_026710.1	Phallocryptus tserensodnomi	Thamnocephalidae	16493	13	2	refseq
arthropoda	NC_039966.1	Mongoloniscus sinensis	Trachelipodidae	16018	13	2	refseq
arthropoda	NC_082895.1	Quadrella coronata	Trapeziidae	15811	13	2	refseq
arthropoda	NC_082894.1	Trapezia bidentata	Trapeziidae	15770	13	2	refseq
arthropoda	NC_082882.1	Trapezia cymodoce	Trapeziidae	15730	13	2	refseq
arthropoda	NC_082888.1	Trapezia digitalis	Trapeziidae	15839	13	2	refseq
arthropoda	NC_082891.1	Trapezia formosa	Trapeziidae	15997	13	2	refseq
arthropoda	NC_082886.1	Trapezia garthi	Trapeziidae	16898	13	2	refseq
arthropoda	NC_082883.1	Trapezia guttata	Trapeziidae	15347	13	2	refseq
arthropoda	NC_082881.1	Trapezia lutea	Trapeziidae	15718	13	2	refseq
arthropoda	NC_082890.1	Trapezia rufopunctata	Trapeziidae	15783	13	2	refseq
arthropoda	NC_082887.1	Trapezia septata	Trapeziidae	15926	13	2	refseq
arthropoda	NC_082879.1	Trapezia serenei	Trapeziidae	15390	13	2	refseq
arthropoda	NC_082896.1	Trapezia tigrina	Trapeziidae	15175	13	2	refseq
arthropoda	NC_044646.1	Lepidurus apus lubbocki	Triopsidae	15635	13	2	refseq
arthropoda	NC_044654.1	Lepidurus arcticus	Triopsidae	15223	13	2	refseq
arthropoda	NC_069018.1	Lepidurus couesii	Triopsidae	15292	13	2	refseq
arthropoda	NC_004465.1	Triops cancriformis	Triopsidae	15101	13	2	refseq
arthropoda	NC_044781.1	Triops granarius	Triopsidae	15121	13	2	refseq
arthropoda	NC_006079.1	Triops longicaudatus	Triopsidae	15111	13	2	refseq
arthropoda	NC_019606.1	Austinogebia edulis	Upogebiidae	15761	13	2	refseq
arthropoda	NC_041152.1	Gebiacantha plantae	Upogebiidae	16771	13	2	refseq
arthropoda	NC_041158.1	Upogebia bowerbankii	Upogebiidae	15836	13	2	refseq
arthropoda	NC_019607.1	Upogebia major	Upogebiidae	16143	13	2	refseq
arthropoda	NC_020023.1	Upogebia pusilla	Upogebiidae	15680	13	2	refseq
arthropoda	NC_025943.1	Upogebia yokoyai	Upogebiidae	16063	13	2	refseq
arthropoda	NC_063603.1	Asthenognathus inaequipes	Varunidae	15959	13	2	refseq
arthropoda	NC_050045.1	Cyclograpsus intermedius	Varunidae	16184	13	2	refseq
arthropoda	NC_011598.1	Eriocheir hepuensis	Varunidae	16335	13	2	refseq
arthropoda	NC_011597.1	Eriocheir japonica	Varunidae	16352	13	2	refseq
arthropoda	NC_006992.1	Eriocheir sinensis	Varunidae	16354	13	2	refseq
arthropoda	NC_038179.1	Gaetice depressus	Varunidae	16288	13	2	refseq
arthropoda	NC_065158.1	Helicana japonica	Varunidae	16535	13	2	refseq
arthropoda	NC_034995.1	Helicana wuana	Varunidae	16359	13	2	refseq
arthropoda	NC_033865.1	Helice latimera	Varunidae	16246	13	2	refseq
arthropoda	NC_030197.1	Helice tientsinensis	Varunidae	16212	13	2	refseq
arthropoda	NC_073107.1	Helice tridens	Varunidae	16652	13	2	refseq
arthropoda	NC_068096.1	Hemigrapsus sanguineus	Varunidae	16273	13	2	refseq
arthropoda	NC_065995.1	Hemigrapsus sinensis	Varunidae	15900	13	2	refseq
arthropoda	NC_040976.1	Metaplax longipes	Varunidae	16305	13	2	refseq
arthropoda	NC_041211.1	Neoeriocheir leptognathus	Varunidae	16143	13	2	refseq
arthropoda	NC_042685.1	Pseudohelice subquadrata	Varunidae	16898	13	2	refseq
arthropoda	NC_063614.1	Tritodynamia horvathi	Varunidae	16235	13	2	refseq
arthropoda	NC_056882.1	Varuna litterata	Varunidae	16247	13	2	refseq
arthropoda	NC_037155.1	Varuna yui	Varunidae	15915	13	2	refseq
arthropoda	NC_037244.1	Altiverruca navicula	Verrucidae	15976	13	2	refseq
arthropoda	NC_066681.1	Gibbosaverruca weijiai	Verrucidae	16681	13	2	refseq
arthropoda	NC_037201.1	Atergatis floridus	Xanthidae	16180	13	2	refseq
arthropoda	NC_037172.1	Atergatis integerrimus	Xanthidae	15924	13	2	refseq
arthropoda	NC_042208.1	Etisus anaglyptus	Xanthidae	16435	13	2	refseq
arthropoda	NC_054248.1	Etisus dentatus	Xanthidae	15884	13	2	refseq
arthropoda	NC_086869.1	Etisus laevimanus	Xanthidae	15714	13	2	refseq
