group	accession	organism	family	length_bp	n_cds	n_rrna	source	lineage
echinodermata	NC_029699.1	Apostichopus parvimensis	Stichopodidae	16120	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Aspidochirotida;Stichopodidae;Apostichopus
echinodermata	NC_013432.1	Parastichopus nigripunctatus	Stichopodidae	16112	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Aspidochirotida;Stichopodidae;Parastichopus
echinodermata	NC_056131.1	Stichopus chloronotus	Stichopodidae	16247	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Aspidochirotida;Stichopodidae;Stichopus
echinodermata	NC_014454.1	Stichopus horrens	Stichopodidae	16257	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Aspidochirotida;Stichopodidae;Stichopus
echinodermata	NC_052743.1	Stichopus monotuberculatus	Stichopodidae	16274	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Aspidochirotida;Stichopodidae;Stichopus
echinodermata	NC_062943.1	Stichopus ocellatus	Stichopodidae	16260	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Aspidochirotida;Stichopodidae;Stichopus
echinodermata	NC_014452.2	Stichopus sp. SF-2010	Stichopodidae	16257	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Aspidochirotida;Stichopodidae;Stichopus
echinodermata	NC_059759.1	Thelenota ananas	Stichopodidae	15858	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Aspidochirotida;Stichopodidae;Thelenota
echinodermata	NC_023771.1	Hemicentrotus pulcherrimus	Strongylocentrotidae	15705	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Strongylocentrotidae;Hemicentrotus
echinodermata	NC_024177.1	Mesocentrotus franciscanus	Strongylocentrotidae	15649	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Strongylocentrotidae;Mesocentrotus
echinodermata	NC_020771.1	Mesocentrotus nudus	Strongylocentrotidae	15709	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Strongylocentrotidae;Mesocentrotus
echinodermata	NC_009940.1	Strongylocentrotus droebachiensis	Strongylocentrotidae	15717	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Strongylocentrotidae;Strongylocentrotus
echinodermata	NC_023772.1	Strongylocentrotus intermedius	Strongylocentrotidae	15700	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Strongylocentrotidae;Strongylocentrotus
echinodermata	NC_009941.1	Strongylocentrotus pallidus	Strongylocentrotidae	15712	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Strongylocentrotidae;Strongylocentrotus
echinodermata	NC_001453.1	Strongylocentrotus purpuratus	Strongylocentrotidae	15650	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Strongylocentrotidae;Strongylocentrotus
echinodermata	NC_034769.1	Mespilia globulus	Temnopleuridae	15719	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Temnopleuroida;Temnopleuridae;Mespilia
echinodermata	NC_033528.1	Salmacis sphaeroides	Temnopleuridae	15762	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Temnopleuroida;Temnopleuridae;Salmacis
echinodermata	NC_026200.1	Temnopleurus hardwickii	Temnopleuridae	15696	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Temnopleuroida;Temnopleuridae;Temnopleurus
echinodermata	NC_033530.1	Temnopleurus reevesii	Temnopleuridae	15710	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Temnopleuroida;Temnopleuridae;Temnopleurus
echinodermata	NC_033529.1	Temnopleurus toreumaticus	Temnopleuridae	15722	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Temnopleuroida;Temnopleuridae;Temnopleurus
echinodermata	NC_037785.1	Lytechinus variegatus	Toxopneustidae	15693	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Temnopleuroida;Toxopneustidae;Lytechinus
echinodermata	NC_050275.1	Pseudoboletia maculata	Toxopneustidae	15754	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Temnopleuroida;Toxopneustidae;Pseudoboletia
echinodermata	NC_034770.1	Tripneustes gratilla	Toxopneustidae	15720	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Temnopleuroida;Toxopneustidae;Tripneustes
echinodermata	NC_069158.1	Tripneustes kermadecensis	Toxopneustidae	15739	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Temnopleuroida;Toxopneustidae;Tripneustes
echinodermata	NC_069630.1	Tropiometra macrodiscus	Tropiometridae	16156	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Pelmatozoa;Crinoidea;Articulata;Comatulida;Tropiometridae;Tropiometra
echinodermata	NC_063669.1	Zoroaster ophiactis	Zoroasteridae	16193	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Forcipulatacea;Forcipulatida;Zoroasteridae;Zoroaster
