group	accession	organism	family	length_bp	n_cds	n_rrna	source	lineage
anthozoa	PV780760.1	Synandwakia multitentaculata	Andvakiidae	18350	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Andvakiidae;Synandwakia
anthozoa	OL616247.1	Muricella sp. ANT77	Anthogorgiidae	19271	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Anthogorgiidae;Muricella
anthozoa	NC_044086.1	Anthoptilum grandiflorum	Anthoptilidae	18853	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Pennatuloidea;Anthoptilidae;Anthoptilum
anthozoa	MK919656.1	Anthoptilum sp. 1 RH-2019	Anthoptilidae	18850	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Pennatuloidea;Anthoptilidae;Anthoptilum
anthozoa	OR789638.1	Anthoptilum sp. g YK-2023	Anthoptilidae	18922	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Pennatuloidea;Anthoptilidae;Anthoptilum
anthozoa	PP960129.1	Lithoptilum sp.	Anthoptilidae	18922	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Pennatuloidea;Anthoptilidae;Lithoptilum
anthozoa	MT318841.1	Antipathes cf. dichotoma NB-2020	Antipathidae	19969	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Antipathidae;Antipathes
anthozoa	NC_088052.1	Antipathes grandis	Antipathidae	20484	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Antipathidae;Antipathes
anthozoa	PV200280.1	Cirrhipathes anguina	Antipathidae	20391	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Antipathidae;Cirrhipathes
anthozoa	ON653414.1	Cirrhipathes cf. anguina LS-2022	Antipathidae	20452	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Antipathidae;Cirrhipathes
anthozoa	PV200278.1	Cirrhipathes spiralis	Antipathidae	20277	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Antipathidae;Cirrhipathes
anthozoa	MT318846.1	Leiopathes cf. glaberrima NB-2020	Antipathidae	21669	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Antipathidae;Leiopathes
anthozoa	MT318847.1	Leiopathes expansa	Antipathidae	21653	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Antipathidae;Leiopathes
anthozoa	OR906317.1	Leiopathes sp.	Antipathidae	21653	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Antipathidae;Leiopathes
anthozoa	NC_027667.1	Myriopathes japonica	Antipathidae	17733	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Antipathidae;Myriopathes
anthozoa	NC_071821.1	Myriopathes ulex	Antipathidae	17711	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Antipathidae;Myriopathes
anthozoa	MT318856.1	Stichopathes abyssicola	Antipathidae	19968	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Antipathidae;Stichopathes
anthozoa	NC_018377.1	Stichopathes luetkeni	Antipathidae	20448	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Antipathidae;Stichopathes
anthozoa	MZ157400.1	Stichopathes sp. SCBUCN-8849	Antipathidae	20389	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Antipathidae;Stichopathes
anthozoa	MZ157399.1	Stichopathes sp. SCBUCN-8850	Antipathidae	20463	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Antipathidae;Stichopathes
anthozoa	MT318857.1	Stichopathes sp. n. NB-2020	Antipathidae	19839	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Antipathidae;Stichopathes
anthozoa	PV200279.1	Stichopathes variabilis	Antipathidae	20358	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Antipathidae;Stichopathes
anthozoa	MT318859.1	Tylopathes sp. n. NB-2020	Antipathidae	17679	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Antipathidae;Tylopathes
anthozoa	PV200277.1	Aphanipathes verticillata	Aphanipathidae	20099	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Aphanipathidae;Aphanipathes
anthozoa	PX574365.1	Aphanostichopathes dissimilis	Aphanipathidae	19982	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Aphanipathidae;Aphanostichopathes
anthozoa	MT318852.1	Phanopathes sp. NB-2020	Aphanipathidae	20304	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Aphanipathidae;Phanopathes
anthozoa	NC_062038.1	Aquaumbra klapferi	Aquaumbridae	19066	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Aquaumbridae;Aquaumbra
anthozoa	NC_061998.1	Arula petunia	Arulidae	18753	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Arulidae;Arula
anthozoa	LC849181.1	Palauastrea ramosa	Astrocoeniidae	18463	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Astrocoeniidae;Palauastrea
anthozoa	PV423450.1	Stephanocoenia intersepta	Astrocoeniidae	19461	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Astrocoeniidae;Stephanocoenia
anthozoa	OL616212.1	Astrogorgia sp. ANT66	Astrogorgiidae	18733	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Astrogorgiidae;Astrogorgia
anthozoa	OL616235.1	Balticina finmarchica	Balticinidae	18512	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Pennatuloidea;Balticinidae;Balticina
anthozoa	NC_008073.1	Briareum asbestinum	Briareidae	18632	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Briareidae;Briareum
anthozoa	NC_062000.1	Briareum hamrum	Briareidae	18993	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Briareidae;Briareum
anthozoa	NC_062010.1	Eunephthya thyrsoidea	Capnellidae	18900	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Capnellidae;Eunephthya
anthozoa	NC_048963.1	Carijoa riisei	Carijoidae	18714	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Carijoidae;Carijoa
anthozoa	NC_065776.1	Caryophyllia scobinosa	Caryophylliidae	16105	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Caryophyllia
anthozoa	NC_068220.1	Crispatotrochus rubescens	Caryophylliidae	16536	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Crispatotrochus
anthozoa	NC_068221.1	Crispatotrochus rugosus	Caryophylliidae	16536	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Crispatotrochus
anthozoa	OR625182.1	Deltocyathus cameratus	Caryophylliidae	16301	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Deltocyathus
anthozoa	OR625183.1	Deltocyathus heteroclitus	Caryophylliidae	16298	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Deltocyathus
anthozoa	OR625184.1	Deltocyathus rotulus	Caryophylliidae	16294	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Deltocyathus
anthozoa	OR625185.1	Deltocyathus suluensis	Caryophylliidae	16267	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Deltocyathus
anthozoa	PZ269950.1	Desmophyllum pertusum	Caryophylliidae	16150	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Desmophyllum
anthozoa	PZ269952.1	Desmophyllum sp.	Caryophylliidae	16149	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Desmophyllum
anthozoa	PP526285.1	Euphyllia cristata	Caryophylliidae	19167	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Euphyllia
anthozoa	PP526284.1	Euphyllia paraglabrescens	Caryophylliidae	19167	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Euphyllia
anthozoa	NC_015641.1	Fimbriaphyllia ancora	Caryophylliidae	18875	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Fimbriaphyllia
anthozoa	PP526282.1	Fimbriaphyllia divisa	Caryophylliidae	18896	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Fimbriaphyllia
anthozoa	PP444461.1	Fimbriaphyllia paraancora	Caryophylliidae	18896	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Fimbriaphyllia
anthozoa	PP526283.1	Fimbriaphyllia paradivisa	Caryophylliidae	18896	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Fimbriaphyllia
anthozoa	NC_056290.1	Gardineria hawaiiensis	Caryophylliidae	19430	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Gardineria
anthozoa	LC851788.1	Heterocyathus aequicostatus	Caryophylliidae	15408	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Heterocyathus
anthozoa	NC_065774.1	Heterocyathus sulcatus	Caryophylliidae	18218	14	3	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Heterocyathus
anthozoa	NC_056275.1	Paraconotrochus antarcticus	Caryophylliidae	17562	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Paraconotrochus
anthozoa	MW936598.1	Plerogyra sinuosa	Caryophylliidae	17586	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Plerogyra
anthozoa	NC_015642.1	Polycyathus sp. MFL-2011	Caryophylliidae	15357	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Polycyathus
anthozoa	OL584331.1	Premocyathus sp. IS-2022	Caryophylliidae	15816	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Premocyathus
anthozoa	NC_025472.1	Solenosmilia variabilis	Caryophylliidae	15968	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Solenosmilia
anthozoa	PP180009.1	Stephanocyathus coronatus	Caryophylliidae	15713	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Stephanocyathus
anthozoa	PP180011.1	Stephanocyathus platypus	Caryophylliidae	15713	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Stephanocyathus
anthozoa	PP180010.1	Stephanocyathus weberianus	Caryophylliidae	15713	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Stephanocyathus
anthozoa	PV815622.1	Thalamophyllia gasti	Caryophylliidae	18459	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Thalamophyllia
anthozoa	PV815617.1	Thalamophyllia riisei	Caryophylliidae	18182	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Thalamophyllia
anthozoa	NC_065775.1	Trochocyathus caryophylloides	Caryophylliidae	16127	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Trochocyathus
anthozoa	PP180012.1	Vaughanella hexagona	Caryophylliidae	15713	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Caryophylliidae;Vaughanella
anthozoa	NC_061999.1	Azoriella bayeri	Cerveridae	18712	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Cerveridae;Azoriella
anthozoa	PV138954.1	Cervera atlantica	Cerveridae	18714	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Cerveridae;Cervera
anthozoa	OL616220.1	Chelidonisis aurantiaca mexicana	Chelidonisididae	18977	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Chelidonisididae;Chelidonisis
anthozoa	PZ717423.1	Chrysogorgia sp.	Chrysogorgiidae	19109	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Chrysogorgiidae;Chrysogorgia
anthozoa	NC_062004.1	Chrysogorgia tricaulis	Chrysogorgiidae	18969	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Chrysogorgiidae;Chrysogorgia
anthozoa	NC_082284.1	Metallogorgia melanotrichos	Chrysogorgiidae	18969	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Chrysogorgiidae;Metallogorgia
anthozoa	OL616266.1	Radicipes sp. ANT176	Chrysogorgiidae	18724	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Chrysogorgiidae;Radicipes
anthozoa	NC_062005.1	Cladiella pachyclados	Cladiellidae	19066	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Cladiellidae;Cladiella
anthozoa	LC831295.1	Cladiella sp. Sf41	Cladiellidae	19057	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Cladiellidae;Cladiella
anthozoa	LC831335.1	Cladiella sp. Sf89	Cladiellidae	19050	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Cladiellidae;Cladiella
anthozoa	LC831287.1	Klyxum sp. Sf33	Cladiellidae	19467	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Cladiellidae;Klyxum
anthozoa	LC831316.1	Klyxum sp. Sf68	Cladiellidae	19466	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Cladiellidae;Klyxum
anthozoa	LC831339.1	Klyxum sp. Sf93	Cladiellidae	19466	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Cladiellidae;Klyxum
anthozoa	NC_008411.1	Chrysopathes formosa	Cladopathidae	18398	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Cladopathidae;Chrysopathes
anthozoa	MT318853.1	Sibopathes cf. macrospina NB-2020	Cladopathidae	17734	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Cladopathidae;Sibopathes
anthozoa	MT318840.1	Trissopathes cf. tetracrada NB-2020	Cladopathidae	18469	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Cladopathidae;Trissopathes
anthozoa	OR906318.1	Trissopathes sp.	Cladopathidae	18360	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;Cladopathidae;Trissopathes
anthozoa	NC_069554.1	Clavularia crassa	Clavulariidae	18674	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Clavulariidae;Clavularia
anthozoa	NC_062006.1	Clavularia inflata	Clavulariidae	18693	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Clavulariidae;Clavularia
anthozoa	MW166878.1	Clavularia sp. AP-2020	Clavulariidae	18728	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Clavulariidae;Clavularia
anthozoa	LC831342.1	Clavularia sp. Sf96	Clavulariidae	18693	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Clavulariidae;Clavularia
anthozoa	LC893425.1	Hanabira yukibana	Clavulariidae	18690	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Clavulariidae;Hanabira
anthozoa	OL616258.1	Paratelesto sp. ANT50	Clavulariidae	19745	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Clavulariidae;Paratelesto
anthozoa	PP330783.1	Phenganax marumi	Clavulariidae	18744	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Clavulariidae;Phenganax
anthozoa	PP330784.1	Phenganax stokvisi	Clavulariidae	18950	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Clavulariidae;Phenganax
anthozoa	PP330785.1	Phenganax subtilis	Clavulariidae	20059	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Clavulariidae;Phenganax
anthozoa	MW238423.1	Trachythela sp. YZ-2021	Clavulariidae	18715	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Clavulariidae;Trachythela
anthozoa	NC_061275.1	Coelogorgia palmosa	Coelogorgiidae	18869	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Coelogorgiidae;Coelogorgia
anthozoa	NC_062039.1	Anthomastus grandiflorus	Coralliidae	18835	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Anthomastus
anthozoa	PV175348.1	Anthomastus nanhaiensis	Coralliidae	18993	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Anthomastus
anthozoa	PV795869.1	Anthomastus sp.	Coralliidae	20435	17	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Anthomastus
anthozoa	OL616209.1	Anthomastus sp. ANT22	Coralliidae	19102	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Anthomastus
anthozoa	KM015353.1	Anthomastus sp. USNM 1081145	Coralliidae	19124	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Anthomastus
anthozoa	KM015352.1	Anthomastus sp. USNM 1171062	Coralliidae	18715	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Anthomastus
anthozoa	PV153461.1	Anthomastus sphaericus	Coralliidae	18795	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Anthomastus
anthozoa	PV173764.1	Anthomastus tongi	Coralliidae	16155	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Anthomastus
anthozoa	PV175347.1	Bathyalcyon robustum	Coralliidae	19129	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Bathyalcyon
anthozoa	AB595189.1	Corallium japonicum	Coralliidae	18913	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Corallium
anthozoa	NC_022864.1	Corallium rubrum	Coralliidae	18915	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Corallium
anthozoa	PV153465.1	Heteropolypus sp.	Coralliidae	19109	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Heteropolypus
anthozoa	PV175375.1	Neoanthomastus elongatus	Coralliidae	19100	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Neoanthomastus
anthozoa	PV795866.1	Neoanthomastus longistylus	Coralliidae	19102	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Neoanthomastus
anthozoa	PV175376.1	Neoanthomastus stellatus	Coralliidae	19102	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Neoanthomastus
anthozoa	PP498686.1	Paragorgia papillata	Coralliidae	19018	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Paragorgia
anthozoa	PZ447395.1	Paragorgia sp. T81003-1	Coralliidae	18881	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Paragorgia
anthozoa	NC_018790.1	Paraminabea aldersladei	Coralliidae	19886	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Paraminabea
anthozoa	NC_022804.1	Pleurocorallium elatius	Coralliidae	18969	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Pleurocorallium
anthozoa	LC848439.1	Pleurocorallium inutile	Coralliidae	18822	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Pleurocorallium
anthozoa	NC_015406.1	Pleurocorallium konojoi	Coralliidae	18969	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Pleurocorallium
anthozoa	LC921274.1	Pleurocorallium sp. 2026-TK_1	Coralliidae	19027	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Pleurocorallium
anthozoa	LC921276.1	Pleurocorallium sp. 2026-TK_2	Coralliidae	19043	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Pleurocorallium
anthozoa	PV175377.1	Pseudoanthomastus applanatus	Coralliidae	18814	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Pseudoanthomastus
anthozoa	PV175378.1	Pseudoanthomastus ornatus	Coralliidae	18811	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Pseudoanthomastus
anthozoa	OL616265.1	Pseudoanthomastus sp. ANT287	Coralliidae	18811	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Pseudoanthomastus
anthozoa	OL616264.1	Pseudoanthomastus sp. ANT288	Coralliidae	16024	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Pseudoanthomastus
anthozoa	PV158192.1	Pseudoanthomastus sp. l XL-2025	Coralliidae	19102	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Pseudoanthomastus
anthozoa	NC_026193.1	Sibogagorgia cauliflora	Coralliidae	19030	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Coralliidae;Sibogagorgia
anthozoa	KP938440.1	Corallimorphus profundus	Corallimorphidae	20488	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Corallimorpharia;Corallimorphidae;Corallimorphus
anthozoa	NC_027102.1	Corynactis californica	Corallimorphidae	20715	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Corallimorpharia;Corallimorphidae;Corynactis
anthozoa	KP938437.1	Pseudocorynactis sp. SIO	Corallimorphidae	21239	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Corallimorpharia;Corallimorphidae;Pseudocorynactis
anthozoa	NC_062007.1	Cornularia pabloi	Cornulariidae	18052	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Cornulariidae;Cornularia
anthozoa	LC851786.1	Coscinaraea sp.	Coscinaraeidae	16689	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Coscinaraeidae;Coscinaraea
anthozoa	NC_027590.1	Dendrophyllia arbuscula	Dendrophylliidae	19069	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Dendrophylliidae;Dendrophyllia
anthozoa	NC_026026.1	Dendrophyllia cribrosa	Dendrophylliidae	19072	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Dendrophylliidae;Dendrophyllia
anthozoa	NC_060606.1	Dendrophyllia minuscula	Dendrophylliidae	19054	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Dendrophylliidae;Dendrophyllia
