group	accession	organism	family	length_bp	n_cds	n_rrna	source
mollusca	NC_063938.1	Indothais sacellum	Muricidae	15237	13	2	refseq
mollusca	NC_063939.1	Mancinella alouina	Muricidae	15286	13	2	refseq
mollusca	NC_082138.1	Mancinella echinata	Muricidae	16244	13	2	refseq
mollusca	NC_031405.1	Menathais tuberosa	Muricidae	15294	13	2	refseq
mollusca	NC_082139.1	Morula spinosa	Muricidae	16102	13	2	refseq
mollusca	NC_046052.1	Ocinebrellus falcatus	Muricidae	15326	13	2	refseq
mollusca	NC_046577.1	Ocinebrellus inornatus	Muricidae	15324	13	2	refseq
mollusca	NC_063936.1	Purpura bufo	Muricidae	15239	13	2	refseq
mollusca	NC_063935.1	Purpura persica	Muricidae	15227	13	2	refseq
mollusca	NC_011193.1	Rapana venosa	Muricidae	15272	13	2	refseq
mollusca	NC_063931.1	Reishia bronni	Muricidae	15262	13	2	refseq
mollusca	NC_010090.1	Reishia clavigera	Muricidae	15285	13	2	refseq
mollusca	NC_039165.1	Reishia luteostoma	Muricidae	15301	13	2	refseq
mollusca	NC_063773.1	Tylothais aculeata	Muricidae	17024	13	2	refseq
mollusca	NC_034844.1	Mutela dubia	Mutelidae	16168	13	2	refseq
mollusca	NC_024738.1	Mya arenaria	Myidae	17947	12	2	refseq
mollusca	NC_083978.1	Mya japonica	Myidae	21396	12	2	refseq
mollusca	NC_034303.1	Myadora brevis	Myochamidae	19292	13	2	refseq
mollusca	NC_014590.1	Arcuatula senhousia	Mytilidae	20612	13	2	refseq
mollusca	NC_024882.1	Brachidontes exustus	Mytilidae	16600	13	2	refseq
mollusca	NC_064131.1	Brachidontes pharaonis	Mytilidae	20066	13	2	refseq
mollusca	NC_044128.1	Crenomytilus grayanus	Mytilidae	17582	13	2	refseq
mollusca	NC_061903.1	Geukensia demissa	Mytilidae	15815	13	2	refseq
mollusca	NC_044129.1	Gregariella coralliophaga	Mytilidae	16273	13	2	refseq
mollusca	NC_056377.1	Mytella strigata	Mytilidae	16302	13	2	refseq
mollusca	NC_044127.1	Mytilisepta keenae	Mytilidae	15902	12	2	refseq
mollusca	NC_069060.1	Mytilisepta virgata	Mytilidae	14713	12	2	refseq
mollusca	NC_015993.1	Mytilus californianus	Mytilidae	16730	12	2	refseq
mollusca	NC_030633.1	Mytilus chilensis	Mytilidae	16765	13	2	refseq
mollusca	NC_024733.1	Mytilus coruscus	Mytilidae	16642	12	2	refseq
mollusca	NC_006886.2	Mytilus galloprovincialis	Mytilidae	16744	12	2	refseq
mollusca	NC_007687.1	Mytilus trossulus	Mytilidae	18652	12	2	refseq
mollusca	NC_054242.1	Perna canaliculus	Mytilidae	16004	13	2	refseq
mollusca	NC_026288.1	Perna perna	Mytilidae	18415	12	2	refseq
mollusca	NC_018362.1	Perna viridis	Mytilidae	16014	13	2	refseq
mollusca	NC_039571.1	Perumytilus purpuratus	Mytilidae	16464	13	2	refseq
mollusca	NC_044131.1	Septifer bilocularis	Mytilidae	16253	13	2	refseq
mollusca	NC_063771.1	Cellana orientalis	Nacellidae	16169	13	2	refseq
mollusca	NC_063772.1	Cellana toreuma	Nacellidae	16268	13	2	refseq
mollusca	NC_007781.1	Ilyanassa obsoleta	Nassariidae	15263	13	2	refseq
mollusca	NC_041310.1	Nassarius conoidalis	Nassariidae	15332	13	2	refseq
mollusca	NC_041546.1	Nassarius foveolatus	Nassariidae	15343	13	2	refseq
mollusca	NC_037604.1	Nassarius fraterculus	Nassariidae	15174	13	2	refseq
mollusca	NC_049091.1	Nassarius glans	Nassariidae	15296	13	2	refseq
mollusca	NC_062791.1	Nassarius gregarius	Nassariidae	15171	13	2	refseq
mollusca	NC_038169.1	Nassarius hepaticus	Nassariidae	15337	13	2	refseq
mollusca	NC_041548.1	Nassarius jacksonianus	Nassariidae	15234	13	2	refseq
mollusca	NC_041547.1	Nassarius javanus	Nassariidae	15325	13	2	refseq
mollusca	NC_041311.1	Nassarius pullus	Nassariidae	15278	13	2	refseq
mollusca	NC_041545.1	Nassarius sinarum	Nassariidae	15325	13	2	refseq
mollusca	NC_048962.1	Nassarius siquijorensis	Nassariidae	15337	13	2	refseq
mollusca	NC_029173.1	Nassarius variciferus	Nassariidae	15269	13	2	refseq
mollusca	NC_037607.1	Reticunassa festiva	Nassariidae	15195	13	2	refseq
mollusca	NC_037887.1	Reticunassa hiradoensis	Nassariidae	15194	13	2	refseq
mollusca	NC_013248.1	Tritia reticulata	Nassariidae	15271	13	2	refseq
mollusca	NC_046598.1	Cryptonatica andoi	Naticidae	15302	13	2	refseq
mollusca	NC_046704.1	Cryptonatica janthostoma	Naticidae	15235	13	2	refseq
mollusca	NC_084289.1	Eunaticina papilla	Naticidae	16415	13	2	refseq
mollusca	NC_046593.1	Euspira gilva	Naticidae	15315	13	2	refseq
mollusca	NC_046703.1	Euspira pila	Naticidae	15244	13	2	refseq
mollusca	NC_041162.1	Glossaulax reiniana	Naticidae	15254	13	2	refseq
mollusca	NC_046596.1	Mammilla kurodai	Naticidae	15309	13	2	refseq
mollusca	NC_046597.1	Mammilla mammata	Naticidae	15319	13	2	refseq
mollusca	NC_028002.1	Naticarius hebraeus	Naticidae	15384	13	2	refseq
mollusca	NC_046594.1	Neverita didyma	Naticidae	15629	13	2	refseq
mollusca	NC_046705.1	Notocochlis gualtieriana	Naticidae	15176	13	2	refseq
mollusca	NC_050661.1	Paratectonatica tigrina	Naticidae	15201	13	2	refseq
mollusca	NC_046595.1	Polinices sagamiensis	Naticidae	15383	13	2	refseq
mollusca	NC_050662.1	Tanea lineata	Naticidae	15156	13	2	refseq
mollusca	NC_026997.1	Allonautilus scrobiculatus	Nautilidae	16132	13	2	refseq
mollusca	NC_007980.1	Nautilus macromphalus	Nautilidae	16258	13	2	refseq
mollusca	NC_035715.1	Nautilus pompilius	Nautilidae	15693	12	2	refseq
mollusca	NC_066806.1	Lamellomphalus manusensis	Neomphalidae	15334	13	2	refseq
mollusca	NC_033380.1	Laevipilina antarctica	Neopilinidae	18642	13	2	refseq
mollusca	NC_033379.1	Vema ewingi	Neopilinidae	17910	13	2	refseq
mollusca	NC_062611.1	Clithon corona	Neritidae	15975	13	2	refseq
mollusca	NC_062610.1	Clithon lentiginosum	Neritidae	15885	13	2	refseq
mollusca	NC_068076.1	Clithon oualaniense	Neritidae	15712	13	2	refseq
mollusca	NC_031893.1	Clithon retropictum	Neritidae	15814	13	2	refseq
mollusca	NC_068077.1	Clithon sowerbianum	Neritidae	15895	13	2	refseq
mollusca	NC_062613.1	Clithon squarrosum	Neritidae	15905	13	2	refseq
mollusca	NC_068078.1	Nerita costata	Neritidae	15604	13	2	refseq
mollusca	NC_068083.1	Nerita histrio	Neritidae	15538	13	2	refseq
mollusca	NC_068079.1	Nerita insculpta	Neritidae	15721	13	2	refseq
mollusca	NC_068080.1	Nerita ocellata	Neritidae	15577	13	2	refseq
mollusca	NC_068081.1	Nerita plicata	Neritidae	15737	13	2	refseq
mollusca	NC_068082.1	Nerita reticulata	Neritidae	15630	13	2	refseq
mollusca	NC_087859.1	Nerita undata	Neritidae	15878	13	2	refseq
mollusca	NC_062612.1	Neritina iris	Neritidae	15618	13	2	refseq
mollusca	NC_064130.1	Septaria lineata	Neritidae	15697	13	2	refseq
mollusca	NC_047421.1	Nierstraszella lineata	Nierstraszellidae	15765	13	2	refseq
mollusca	NC_082282.1	Ennucula tenuis	Nuculidae	16913	13	2	refseq
mollusca	NC_029702.1	Amphioctopus aegina	Octopodidae	15545	13	2	refseq
mollusca	NC_007896.1	Amphioctopus fangsiao	Octopodidae	15979	13	2	refseq
mollusca	NC_060722.1	Amphioctopus fangsiao etchuanus	Octopodidae	15957	13	2	refseq
mollusca	NC_036351.1	Amphioctopus marginatus	Octopodidae	15719	13	2	refseq
mollusca	NC_049899.1	Amphioctopus neglectus	Octopodidae	15747	13	2	refseq
mollusca	NC_069992.1	Bathypolypus ergasticus	Octopodidae	14046	12	2	refseq
mollusca	NC_069190.1	Bathypolypus sponsalis	Octopodidae	17207	13	2	refseq
mollusca	NC_015896.1	Callistoctopus minor	Octopodidae	15974	13	2	refseq
mollusca	NC_023257.1	Cistopus taiwanicus	Octopodidae	15793	13	2	refseq
mollusca	NC_056385.1	Enteroctopus dofleini	Octopodidae	16026	13	2	refseq
mollusca	NC_069993.1	Graneledone verrucosa	Octopodidae	17000	13	2	refseq
mollusca	NC_051545.1	Hapalochlaena fasciata	Octopodidae	15479	13	2	refseq
mollusca	NC_069994.1	Muusoctopus johnsonianus	Octopodidae	16306	13	2	refseq
mollusca	NC_028547.1	Octopus bimaculatus	Octopodidae	16084	13	2	refseq
mollusca	NC_029723.1	Octopus bimaculoides	Octopodidae	15733	13	2	refseq
mollusca	NC_029747.1	Octopus conispadiceus	Octopodidae	16027	13	2	refseq
mollusca	NC_057954.1	Octopus fitchi	Octopodidae	15780	13	2	refseq
mollusca	NC_044093.1	Octopus mimus	Octopodidae	15696	13	2	refseq
mollusca	NC_069192.1	Octopus salutii	Octopodidae	15973	13	2	refseq
mollusca	NC_052881.1	Octopus sinensis	Octopodidae	15737	13	2	refseq
mollusca	NC_038213.1	Octopus variabilis	Octopodidae	15992	13	2	refseq
mollusca	NC_006353.1	Octopus vulgaris	Octopodidae	15744	13	2	refseq
mollusca	NC_039848.1	Pinnoctopus luteus	Octopodidae	15961	13	2	refseq
mollusca	NC_069193.1	Pteroctopus tetracirrhus	Octopodidae	15947	13	2	refseq
mollusca	NC_069191.1	Scaeurgus unicirrhus	Octopodidae	15803	13	2	refseq
mollusca	NC_061910.1	Amalda mucronata	Olividae	15353	13	2	refseq
mollusca	NC_014403.1	Amalda northlandica	Olividae	15354	13	2	refseq
mollusca	NC_009734.1	Dosidicus gigas	Ommastrephidae	20324	18	2	refseq
mollusca	NC_026908.1	Illex argentinus	Ommastrephidae	20278	17	2	refseq
mollusca	NC_020348.1	Ommastrephes bartramii	Ommastrephidae	20308	18	2	refseq
mollusca	NC_010636.1	Sthenoteuthis oualaniensis	Ommastrephidae	20306	18	2	refseq
mollusca	NC_006354.1	Todarodes pacificus	Ommastrephidae	20254	18	2	refseq
mollusca	NC_012376.1	Onchidella celtica	Onchidiidae	14150	13	2	refseq
mollusca	NC_068812.1	Onchidium reevesii	Onchidiidae	13955	13	2	refseq
mollusca	NC_016181.1	Peronia peronii	Onchidiidae	13968	13	2	refseq
mollusca	NC_068813.1	Peronia verruculata	Onchidiidae	13860	13	2	refseq
mollusca	NC_013934.1	Platevindex mortoni	Onchidiidae	13991	13	2	refseq
mollusca	NC_072331.1	Onychoteuthis compacta	Onychoteuthidae	20491	17	2	refseq
mollusca	NC_069985.1	Cirroctopus glacialis	Opisthoteuthidae	16474	13	2	refseq
mollusca	NC_069984.1	Opisthoteuthis californiana	Opisthoteuthidae	16135	13	2	refseq
mollusca	NC_069991.1	Opisthoteuthis grimaldii	Opisthoteuthidae	16465	13	2	refseq
mollusca	NC_069989.1	Opisthoteuthis massyae	Opisthoteuthidae	16561	13	2	refseq
mollusca	NC_034782.1	Orcula dolium	Orculidae	14063	13	2	refseq
mollusca	NC_043790.1	Oreohelix idahoensis	Oreohelicidae	14213	13	2	refseq
mollusca	NC_028553.1	Naesiotus nux	Orthalicidae	15197	14	2	refseq
mollusca	NC_082226.1	Rabdotus mooreanus	Orthalicidae	14807	13	2	refseq
mollusca	NC_056354.1	Alectryonella plicatula	Ostreidae	18225	12	3	refseq
mollusca	NC_012649.1	Crassostrea sikamea	Ostreidae	18243	12	4	refseq
mollusca	NC_018763.1	Crassostrea sp. DB1	Ostreidae	22040	15	4	refseq
mollusca	NC_027653.1	Crassostrea tulipa	Ostreidae	17685	12	4	refseq
mollusca	NC_012648.1	Magallana angulata	Ostreidae	18225	12	4	refseq
mollusca	NC_012650.1	Magallana ariakensis	Ostreidae	18414	12	4	refseq
mollusca	NC_013997.1	Magallana bilineata	Ostreidae	22446	12	4	refseq
mollusca	NC_001276.1	Magallana gigas	Ostreidae	18224	12	4	refseq
mollusca	NC_011518.2	Magallana hongkongensis	Ostreidae	18622	12	4	refseq
mollusca	NC_015248.1	Magallana nippona	Ostreidae	20030	12	4	refseq
mollusca	NC_077459.1	Nanostrea pinnicola	Ostreidae	16315	13	3	refseq
mollusca	NC_015231.1	Ostrea denselamellosa	Ostreidae	16277	12	3	refseq
mollusca	NC_016180.1	Ostrea edulis	Ostreidae	16320	12	3	refseq
mollusca	NC_022688.1	Ostrea lurida	Ostreidae	16344	13	3	refseq
mollusca	NC_077460.1	Planostrea pestigris	Ostreidae	16236	13	3	refseq
mollusca	NC_027724.1	Saccostrea cuccullata	Ostreidae	16396	12	3	refseq
mollusca	NC_036478.1	Saccostrea echinata	Ostreidae	16281	12	3	refseq
mollusca	NC_036483.1	Saccostrea glomerata	Ostreidae	16282	12	3	refseq
mollusca	NC_030533.1	Saccostrea kegaki	Ostreidae	16260	12	3	refseq
mollusca	NC_065027.1	Saccostrea malabonensis	Ostreidae	16204	12	3	refseq
mollusca	NC_013998.1	Saccostrea mordax	Ostreidae	16532	12	3	refseq
mollusca	NC_036479.1	Saccostrea mytiloides	Ostreidae	16282	12	3	refseq
mollusca	NC_077458.1	Talonostrea talonata	Ostreidae	20552	13	3	refseq
mollusca	NC_084101.1	Volva habei	Ovulidae	16519	13	2	refseq
mollusca	NC_030263.1	Tylomelania sarasinorum	Pachychilidae	16632	13	2	refseq
mollusca	NC_045095.1	Pseudocleopatra dartevellei	Paludomidae	15368	13	2	refseq
mollusca	NC_057147.1	Amusium pleuronectes	Pectinidae	18044	13	2	refseq
mollusca	NC_009687.1	Argopecten irradians	Pectinidae	16221	12	2	refseq
mollusca	NC_012977.1	Argopecten irradians irradians	Pectinidae	16211	12	2	refseq
mollusca	NC_027943.1	Argopecten purpuratus	Pectinidae	16270	12	2	refseq
mollusca	NC_011608.1	Mimachlamys nobilis	Pectinidae	17963	12	2	refseq
mollusca	NC_061741.1	Mimachlamys varia	Pectinidae	20400	13	2	refseq
mollusca	NC_007234.1	Placopecten magellanicus	Pectinidae	32115	12	2	refseq
mollusca	NC_068847.1	Ylistrum balloti	Pectinidae	19484	13	3	refseq
mollusca	NC_067061.1	Dracogyra subfuscus	Peltospiridae	15744	13	2	refseq
mollusca	NC_060766.1	Gigantopelta aegis	Peltospiridae	15176	13	2	refseq
mollusca	NC_085482.1	Melanodrymia galeronae	Peltospiridae	18013	13	2	refseq
mollusca	NC_067937.1	Nodopelta heminoda	Peltospiridae	15583	13	2	refseq
mollusca	NC_077598.1	Novaculina chinensis	Pharidae	16262	12	2	refseq
mollusca	NC_028709.1	Phasianella solida	Phasianellidae	16698	13	2	refseq
mollusca	NC_077555.1	Philine kinglipini	Philinidae	14026	13	2	refseq
mollusca	NC_035429.1	Meghimatium bilineatum	Philomycidae	13972	13	2	refseq
mollusca	NC_063757.1	Xyloredo nooi	Pholadidae	17619	12	2	refseq
mollusca	NC_063667.1	Phyllidia elegans	Phyllidiidae	14618	13	2	refseq
mollusca	NC_030039.1	Phyllidia ocellata	Phyllidiidae	14598	13	2	refseq
mollusca	NC_083999.1	Phyllidia picta	Phyllidiidae	14624	13	2	refseq
mollusca	NC_084000.1	Phyllidiella hageni	Phyllidiidae	14544	13	2	refseq
mollusca	NC_048495.1	Phyllidiella pustulosa	Phyllidiidae	14717	13	2	refseq
mollusca	NC_084001.1	Phyllidiella zeylanica	Phyllidiidae	14710	13	2	refseq
mollusca	NC_052698.1	Phyllidiopsis krempfi	Phyllidiidae	14970	13	2	refseq
mollusca	NC_084003.1	Phyllidiopsis shireenae	Phyllidiidae	15075	13	2	refseq
mollusca	NC_084002.1	Phyllidiopsis xishaensis	Phyllidiidae	14792	13	2	refseq
mollusca	NC_023253.1	Physella acuta	Physidae	14490	13	2	refseq
mollusca	NC_020028.1	Atrina pectinata	Pinnidae	16811	12	2	refseq
mollusca	NC_060781.1	Pinna rudis	Pinnidae	18264	12	2	refseq
mollusca	NC_064504.1	Elysia atroviridis	Plakobranchidae	14137	13	2	refseq
mollusca	NC_010567.1	Elysia chlorotica	Plakobranchidae	14132	13	2	refseq
mollusca	NC_035489.1	Elysia cornigera	Plakobranchidae	14118	13	2	refseq
mollusca	NC_030537.1	Elysia ornata	Plakobranchidae	14188	13	2	refseq
mollusca	NC_035490.1	Elysia timida	Plakobranchidae	14088	13	2	refseq
mollusca	NC_005439.1	Biomphalaria glabrata	Planorbidae	13670	13	2	refseq
mollusca	NC_036993.1	Biomphalaria straminea	Planorbidae	13650	13	2	refseq
mollusca	NC_010220.1	Biomphalaria tenagophila	Planorbidae	13722	13	2	refseq
mollusca	NC_060798.1	Bulinus globosus	Planorbidae	13734	13	2	refseq
mollusca	NC_060796.1	Bulinus nasutus	Planorbidae	13690	13	2	refseq
mollusca	NC_060795.1	Bulinus truncatus	Planorbidae	13767	13	2	refseq
mollusca	NC_060797.1	Bulinus ugandae	Planorbidae	13715	13	2	refseq
mollusca	NC_084421.1	Polypylis sp. TS-2018	Planorbidae	13746	13	2	refseq
mollusca	NC_015091.1	Berthellina sp. TLT-2006	Pleurobranchidae	15688	13	2	refseq
mollusca	NC_084162.1	Koreoleptoxis friniana	Pleuroceridae	15544	13	2	refseq
mollusca	NC_046494.1	Koreoleptoxis nodifila	Pleuroceridae	15737	13	2	refseq
mollusca	NC_063545.1	Bayerotrochus charlestonensis	Pleurotomariidae	15969	13	2	refseq
mollusca	NC_063543.1	Entemnotrochus adansonianus	Pleurotomariidae	15815	13	2	refseq
mollusca	NC_069057.1	Entemnotrochus rumphii	Pleurotomariidae	15795	13	2	refseq
mollusca	NC_063544.1	Perotrochus quoyanus	Pleurotomariidae	15900	13	2	refseq
mollusca	NC_034920.1	Nembrotha kubaryana	Polyceridae	14395	13	2	refseq
mollusca	NC_015111.1	Notodoris gardineri	Polyceridae	14424	13	2	refseq
mollusca	NC_065089.1	Polycera hedgpethi	Polyceridae	14444	13	2	refseq
mollusca	NC_004321.1	Tyrannodoris europaea	Polyceridae	14472	13	2	refseq
mollusca	NC_032036.1	Polygyra cereolus	Polygyridae	14008	13	2	refseq
mollusca	NC_032079.1	Praticolella mexicana	Polygyridae	14153	13	2	refseq
mollusca	NC_013073.1	Oncomelania hupensis	Pomatiopsidae	15182	13	2	refseq
mollusca	NC_012899.1	Oncomelania hupensis hupensis	Pomatiopsidae	15186	13	2	refseq
mollusca	NC_013187.1	Oncomelania hupensis robertsoni	Pomatiopsidae	15191	13	2	refseq
mollusca	NC_013833.1	Tricula hortensis	Pomatiopsidae	15179	13	2	refseq
mollusca	NC_034304.1	Tropidomya abbreviata	Poromyidae	16829	13	2	refseq
mollusca	NC_039951.1	Cerithidea obtusa	Potamididae	15708	13	2	refseq
mollusca	NC_080997.1	Alviniconcha adamantis	Provannidae	16342	13	2	refseq
mollusca	NC_049893.1	Alviniconcha boucheti	Provannidae	15981	13	2	refseq
mollusca	NC_080996.1	Alviniconcha kojimai	Provannidae	15970	13	2	refseq
mollusca	NC_079669.1	Alviniconcha marisindica	Provannidae	15979	13	2	refseq
mollusca	NC_080999.1	Alviniconcha strummeri	Provannidae	15562	13	2	refseq
mollusca	NC_080998.1	Desbruyeresia armata	Provannidae	15825	13	2	refseq
mollusca	NC_024642.1	Ifremeria nautilei	Provannidae	15664	13	2	refseq
mollusca	NC_082117.1	Provanna clathrata	Provannidae	15344	13	2	refseq
mollusca	NC_082179.1	Provanna glabra	Provannidae	16268	13	2	refseq
mollusca	NC_042422.1	Gari elongata	Psammobiidae	16766	12	2	refseq
mollusca	NC_042421.1	Hiatula acuta	Psammobiidae	16352	13	2	refseq
mollusca	NC_042420.1	Hiatula chinensis	Psammobiidae	16333	12	2	refseq
mollusca	NC_018372.1	Hiatula diphos	Psammobiidae	16352	12	2	refseq
mollusca	NC_018373.1	Nuttallia olivacea	Psammobiidae	18182	12	2	refseq
mollusca	NC_042423.1	Sanguinolaria ovalis	Psammobiidae	16460	12	2	refseq
mollusca	NC_026043.1	Gastrocopta cristata	Pupillidae	14060	13	2	refseq
mollusca	NC_026044.1	Pupilla muscorum	Pupillidae	14149	13	2	refseq
mollusca	NC_012435.1	Pyramidella dolabrata	Pyramidellidae	13856	13	2	refseq
mollusca	NC_082329.1	Pyroteuthis margaritifera	Pyroteuthidae	20069	18	2	refseq
mollusca	NC_037188.1	Charonia lampas	Ranellidae	15405	13	2	refseq
mollusca	NC_082220.1	Charonia tritonis	Ranellidae	15346	13	2	refseq
mollusca	NC_013247.1	Monoplex parthenopeus	Ranellidae	15270	13	2	refseq
mollusca	NC_038186.1	Typhlosyrinx sp. MNHN IM 2013-18371	Raphitomidae	15804	13	2	refseq
mollusca	NC_065371.1	Tibia fusus	Rostellariidae	16083	13	2	refseq
mollusca	NC_059925.1	Varicospira cancellata	Rostellariidae	15864	13	2	refseq
mollusca	NC_038081.1	Scutopus robustus	Scutopodidae	14515	13	2	refseq
mollusca	NC_025284.1	Scutopus ventrolineatus	Scutopodidae	14662	13	2	refseq
mollusca	NC_018374.1	Semele scabra	Semelidae	17117	12	2	refseq
mollusca	NC_085155.1	Hua aristarchorum	Semisulcospiridae	15691	13	2	refseq
mollusca	NC_037771.1	Semisulcospira coreana	Semisulcospiridae	15398	12	2	refseq
mollusca	NC_023364.1	Semisulcospira libertina	Semisulcospiridae	15432	13	2	refseq
mollusca	NC_022959.1	Acanthosepion aculeatum	Sepiidae	16219	13	2	refseq
mollusca	NC_009690.1	Acanthosepion esculentum	Sepiidae	16199	13	2	refseq
mollusca	NC_022468.1	Acanthosepion lycidas	Sepiidae	16244	13	2	refseq
mollusca	NC_021146.1	Acanthosepion pharaonis	Sepiidae	16208	13	2	refseq
mollusca	NC_022466.1	Ascarosepion apama	Sepiidae	16184	13	2	refseq
mollusca	NC_022467.1	Ascarosepion latimanus	Sepiidae	16225	13	2	refseq
mollusca	NC_069189.1	Rhombosepion elegans	Sepiidae	16120	13	2	refseq
mollusca	NC_069188.1	Rhombosepion orbignyanum	Sepiidae	16176	13	2	refseq
mollusca	NC_007895.1	Sepia officinalis	Sepiidae	16163	13	2	refseq
mollusca	NC_022693.1	Sepiella inermis	Sepiidae	16191	13	2	refseq
mollusca	NC_017749.1	Sepiella japonica	Sepiidae	16172	13	2	refseq
mollusca	NC_028731.1	Sepiella maindroni	Sepiidae	16170	13	2	refseq
mollusca	NC_065647.1	Adinaefiola ligulata	Sepiolidae	14916	13	2	refseq
mollusca	NC_065641.1	Eumandya pardalota	Sepiolidae	14909	13	2	refseq
mollusca	NC_065637.1	Eumandya parva	Sepiolidae	14914	13	2	refseq
mollusca	NC_065634.1	Euprymna berryi	Sepiolidae	14926	13	2	refseq
mollusca	NC_065635.1	Euprymna brenneri	Sepiolidae	14918	13	2	refseq
mollusca	NC_065636.1	Euprymna morsei	Sepiolidae	14900	13	2	refseq
mollusca	NC_065633.1	Heteroteuthis dagamensis	Sepiolidae	14919	13	2	refseq
mollusca	NC_065638.1	Heteroteuthis hawaiiensis	Sepiolidae	14929	13	2	refseq
mollusca	NC_065639.1	Inioteuthis japonica	Sepiolidae	14919	13	2	refseq
mollusca	NC_065644.1	Lusepiola birostrata	Sepiolidae	14910	13	2	refseq
mollusca	NC_065640.1	Neorossia caroli	Sepiolidae	14918	13	2	refseq
mollusca	NC_065642.1	Rossia macrosoma	Sepiolidae	14921	13	2	refseq
mollusca	NC_016425.1	Semirossia patagonica	Sepiolidae	17086	13	2	refseq
mollusca	NC_065645.1	Sepietta neglecta	Sepiolidae	14920	13	2	refseq
mollusca	NC_065648.1	Sepietta obscura	Sepiolidae	14924	13	2	refseq
mollusca	NC_065649.1	Sepietta oweniana	Sepiolidae	14923	13	2	refseq
mollusca	NC_065643.1	Sepiola affinis	Sepiolidae	14922	13	2	refseq
mollusca	NC_065646.1	Sepiola intermedia	Sepiolidae	14918	13	2	refseq
mollusca	NC_065650.1	Sepiola robusta	Sepiolidae	14912	13	2	refseq
mollusca	NC_059924.1	Terebellum terebellum	Seraphsidae	15478	13	2	refseq
mollusca	NC_016188.1	Siphonaria gigas	Siphonariidae	14518	13	2	refseq
mollusca	NC_012383.1	Siphonaria pectinata	Siphonariidae	14065	13	2	refseq
mollusca	NC_005840.1	Siphonodentalium lobatum	Siphonodentaliidae	13932	13	2	refseq
mollusca	NC_011075.1	Sinonovacula constricta	Solecurtidae	17225	12	2	refseq
mollusca	NC_018376.1	Solecurtus divaricatus	Solecurtidae	16749	12	2	refseq
mollusca	NC_034905.1	Petrasma pervernicosa	Solemyidae	16554	13	2	refseq
mollusca	NC_034904.1	Solemya elarraichensis	Solemyidae	15767	13	2	refseq
mollusca	NC_034906.1	Solemya velesiana	Solemyidae	16030	13	2	refseq
mollusca	NC_017612.1	Solemya velum	Solemyidae	15660	13	2	refseq
mollusca	NC_016665.1	Solen grandis	Solenidae	16784	12	2	refseq
mollusca	NC_017616.1	Solen strictus	Solenidae	16535	12	2	refseq
mollusca	NC_063706.1	Virpazaria ripkeni	Spelaeodiscidae	15644	13	2	refseq
mollusca	NC_068238.1	Euglesa coreana	Sphaeriidae	16306	13	2	refseq
mollusca	NC_068237.1	Musculium lacustre	Sphaeriidae	16182	13	2	refseq
mollusca	NC_077582.1	Euglandina singleyana	Spiraxidae	14379	13	2	refseq
mollusca	NC_034682.1	Spirula spirula	Spirulidae	15472	13	2	refseq
mollusca	NC_080968.1	Stenothyra glabra	Stenothyridae	15704	13	2	refseq
mollusca	NC_024932.1	Aliger gigas	Strombidae	15461	13	2	refseq
mollusca	NC_035726.1	Conomurex luhuanus	Strombidae	15799	13	2	refseq
mollusca	NC_084214.1	Euprotomus aratrum	Strombidae	16187	13	2	refseq
mollusca	NC_053786.1	Laevistrombus canarium	Strombidae	15626	13	2	refseq
mollusca	NC_071230.1	Lambis lambis	Strombidae	16042	13	2	refseq
mollusca	NC_084210.1	Lentigo lentiginosus	Strombidae	16054	13	2	refseq
mollusca	NC_084213.1	Strombus labiatus	Strombidae	15843	13	2	refseq
mollusca	NC_059922.1	Strombus pugilis	Strombidae	15809	13	2	refseq
mollusca	NC_059923.1	Tridentarius dentatus	Strombidae	15500	13	2	refseq
mollusca	NC_059921.1	Struthiolaria papulosa	Struthiolaridae	15475	13	2	refseq
mollusca	NC_058597.1	Oxyloma wujiaquensis	Succineidae	14086	13	2	refseq
mollusca	NC_068814.1	Succinea arundinetorum	Succineidae	15282	13	2	refseq
mollusca	NC_069953.1	Succinea erythrophana	Succineidae	14023	13	2	refseq
mollusca	NC_016190.1	Succinea putris	Succineidae	14092	13	2	refseq
mollusca	NC_070577.1	Potamopyrgus antipodarum	Tateidae	16846	13	2	refseq
mollusca	NC_070576.1	Potamopyrgus estuarinus	Tateidae	16701	13	2	refseq
mollusca	NC_031862.1	Omphalius nigerrimus	Tegulidae	17755	13	2	refseq
mollusca	NC_056356.1	Omphalius rusticus	Tegulidae	18067	13	2	refseq
mollusca	NC_036068.1	Tectus pyramis	Tegulidae	18439	13	2	refseq
mollusca	NC_031859.1	Tegula argyrostoma	Tegulidae	17780	13	2	refseq
mollusca	NC_016954.1	Tegula brunnea	Tegulidae	17690	13	2	refseq
mollusca	NC_029367.1	Tegula lividomaculata	Tegulidae	17375	13	2	refseq
mollusca	NC_018371.1	Iridona iridescens	Tellinidae	16799	12	2	refseq
mollusca	NC_046519.1	Macoma balthica	Tellinidae	17492	13	2	refseq
mollusca	NC_013239.1	Oxymeris dimidiata	Terebridae	16513	13	2	refseq
mollusca	NC_063758.1	Bactronophorus thoracites	Teredinidae	16562	12	2	refseq
mollusca	NC_063759.1	Bankia gouldi	Teredinidae	16795	12	2	refseq
mollusca	NC_063760.1	Bankia setacea	Teredinidae	16986	12	2	refseq
mollusca	NC_063761.1	Dicyathifer mannii	Teredinidae	17176	12	2	refseq
